url,autor
https://www.ciperchile.cl/2014/02/06/ex-director-de-la-dga-lidera-proyecto-de-ccu-en-zona-donde-el-mismo-prohibio-extraer-mas-agua/,Alberto Arellano
https://www.ciperchile.cl/2013/05/30/sombras-de-un-negocio-verde/,CONNECTAS (Especial para CIPER)
https://www.ciperchile.cl/2009/07/24/narco-sa/,Ana Arana
https://www.ciperchile.cl/2009/07/24/narco-sa/,Fundacion MEPI
https://www.ciperchile.cl/2014/02/24/el-asesor-del-minvu-que-instalo-%e2%80%9cleyes-de-amarre%e2%80%9d-que-favorecen-negocios-inmobiliarios/,Pedro Ramírez
https://www.ciperchile.cl/2014/02/24/el-asesor-del-minvu-que-instalo-%e2%80%9cleyes-de-amarre%e2%80%9d-que-favorecen-negocios-inmobiliarios/,Catarina Vásquez
https://www.ciperchile.cl/2018/09/27/la-explosion-de-los-tragamonedas-la-trama-oculta-de-un-negocio-de-us630-millones/,Alberto Arellano
https://www.ciperchile.cl/2018/09/27/la-explosion-de-los-tragamonedas-la-trama-oculta-de-un-negocio-de-us630-millones/,Gabriela Pizarro
https://www.ciperchile.cl/2013/08/26/altegrity-la-millonaria-asesoria-para-modernizar-las-carceles-que-quedo-incompleta/,Gabriel Álvarez
https://www.ciperchile.cl/2013/08/26/altegrity-la-millonaria-asesoria-para-modernizar-las-carceles-que-quedo-incompleta/,Pedro Ramírez
https://www.ciperchile.cl/2019/02/28/inedito-la-entrevista-integra-en-la-que-el-chofer-de-frei-confeso-ser-informante-de-la-dictadura/,Mónica González
https://www.ciperchile.cl/2020/06/21/coronavirus-tasa-de-mortalidad-de-los-hospitales-publicos-metropolitanos-duplica-la-de-las-clinicas/,Nicolás Sepúlveda
https://www.ciperchile.cl/2020/06/21/coronavirus-tasa-de-mortalidad-de-los-hospitales-publicos-metropolitanos-duplica-la-de-las-clinicas/,Benjamín Miranda
https://www.ciperchile.cl/2017/10/18/la-responsabilidad-del-sii-en-el-ataque-zombi/,Juan Andrés Guzmán
https://www.ciperchile.cl/2016/04/14/the-panama-papers-la-agente-chilena-de-mossack-fonseca-que-operaba-en-las-vegas/,Alberto Arellano
https://www.ciperchile.cl/2011/07/26/los-ninos-huerfanos-de-la-delincuencia/,Gustavo Villarrubia
https://www.ciperchile.cl/2011/11/24/la-dramatica-experiencia-de-un-abogado-con-virus-vih-que-no-fue-notificado-por-el-hospital-del-salvador/,Gregorio Riquelme
https://www.ciperchile.cl/2011/09/26/las-tretas-de-las-policias-para-%e2%80%9cpinchar%e2%80%9d-telefonos-sin-autorizacion-judicial/,Gustavo Villarrubia
https://www.ciperchile.cl/2018/03/13/operacion-huracan-testimonios-y-confesiones-confirman-que-todo-fue-un-montaje/,Nicolás Sepúlveda
https://www.ciperchile.cl/2018/03/13/operacion-huracan-testimonios-y-confesiones-confirman-que-todo-fue-un-montaje/,Mónica González
https://www.ciperchile.cl/2019/03/26/corte-de-apelaciones-de-rancagua-tres-ministros-investigados-por-trafico-de-influencias-y-pagos-indebidos/,Alberto Arellano
https://www.ciperchile.cl/2018/04/16/el-entierro-del-caso-sqm-asi-se-fraguo-la-impunidad-para-el-financiamiento-politico-ilegal/,Gabriela Pizarro
https://www.ciperchile.cl/2018/04/16/el-entierro-del-caso-sqm-asi-se-fraguo-la-impunidad-para-el-financiamiento-politico-ilegal/,Pedro Ramírez
https://www.ciperchile.cl/2016/09/23/las-interrogantes-de-la-hermetica-compra-de-los-helicopteros-black-hawk-de-la-fach/,Alberto Arellano
https://www.ciperchile.cl/2016/09/23/las-interrogantes-de-la-hermetica-compra-de-los-helicopteros-black-hawk-de-la-fach/,Catalina Albert
https://www.ciperchile.cl/2008/08/22/los-negocios-y-amores-que-complican-al-guardian-de-la-seguridad-en-vitacura/,Pedro Ramírez
https://www.ciperchile.cl/2020/09/22/transferencias-e-inversiones-inmobiliarias-de-javier-mascherano-en-uruguay-despertaron-alertas-en-estados-unidos-por-posible-evasion/,Equipo argentino de FinCen Files (Infobae
https://www.ciperchile.cl/2020/09/22/transferencias-e-inversiones-inmobiliarias-de-javier-mascherano-en-uruguay-despertaron-alertas-en-estados-unidos-por-posible-evasion/,La Nación
https://www.ciperchile.cl/2020/09/22/transferencias-e-inversiones-inmobiliarias-de-javier-mascherano-en-uruguay-despertaron-alertas-en-estados-unidos-por-posible-evasion/,Perfil)
https://www.ciperchile.cl/2015/06/03/la-increible-historia-del-prestamo-de-la-enami-al-presidente-de-la-cpc-que-nunca-se-pago/,Alberto Arellano
https://www.ciperchile.cl/2009/06/30/paraguay-el-gran-duty-free-del-contrabando-de-cigarrillos/,Marina Walker Guevara
https://www.ciperchile.cl/2009/06/30/paraguay-el-gran-duty-free-del-contrabando-de-cigarrillos/,Mabel Rehnfeldt
https://www.ciperchile.cl/2013/05/20/el-historial-de-abusos-del-capellan-de-colegios-que-ultrajo-a-menores-en-lebu-y-maipu/,Valentina Mery
https://www.ciperchile.cl/2013/05/20/el-historial-de-abusos-del-capellan-de-colegios-que-ultrajo-a-menores-en-lebu-y-maipu/,Catalina Sagredo
https://www.ciperchile.cl/2013/05/20/el-historial-de-abusos-del-capellan-de-colegios-que-ultrajo-a-menores-en-lebu-y-maipu/,Felipe Véliz (*)
https://www.ciperchile.cl/2016/08/25/las-evidencias-de-los-pagos-politicos-de-las-pesqueras-del-sur/,Nicolás Sepúlveda
https://www.ciperchile.cl/2016/01/12/lavado-de-activos-como-se-cocino-el-cambio-legal-que-elimino-el-riesgo-de-carcel-para-el-delito-de-cuello-y-corbata/,Juan Pablo Figueroa
https://www.ciperchile.cl/2017/09/13/asi-opero-la-maquina-que-armo-longueira-para-financiar-su-actividad-politica/,Mónica González
https://www.ciperchile.cl/2017/09/13/asi-opero-la-maquina-que-armo-longueira-para-financiar-su-actividad-politica/,Nicolás Sepúlveda
https://www.ciperchile.cl/2013/02/07/adopcion-en-haiti-ii-la-increible-historia-de-fundacion-familias-multicolor-y-sus-dos-directoras/,Francisca Miranda
https://www.ciperchile.cl/2013/02/07/adopcion-en-haiti-ii-la-increible-historia-de-fundacion-familias-multicolor-y-sus-dos-directoras/,Pilar Palacios
https://www.ciperchile.cl/2008/04/17/grandes-tiendas-iii-asi-viven-los-trabajadores-de-argentina-y-peru-la-exportacion-del-modelo-chileno/,Francisca Skoknic
https://www.ciperchile.cl/2010/03/23/asi-matamos-a-monsenor-romero/,Carlos Dada
https://www.ciperchile.cl/2019/12/27/el-estallido-vital-de-geraldine-el-duro-despertar-de-la-menor-que-quedo-en-coma-por-una-lacrimogena/,Ivonne Toro Agurto
https://www.ciperchile.cl/2013/10/29/director-de-logistica-de-carabineros-confirma-fallas-de-carros-blindados-que-costaron-us35-millones/,Gustavo Villarrubia
https://www.ciperchile.cl/2014/10/28/negligencia-mortal-en-hospital-de-melipilla-devela-feroz-disputa-de-universidades-por-campos-clinicos/,Juan Pablo Figueroa
https://www.ciperchile.cl/2014/10/28/negligencia-mortal-en-hospital-de-melipilla-devela-feroz-disputa-de-universidades-por-campos-clinicos/,Catalina Albert
https://www.ciperchile.cl/2016/05/24/el-avion-privado-que-arrendo-jadue-y-que-le-costo-a-la-anfp-138-millones/,Matías Jara
https://www.ciperchile.cl/2011/08/22/los-costosos-creditos-para-la-educacion-impulsan-el-exodo-de-estudiantes-a-argentina/,Rodrigo Baires
https://www.ciperchile.cl/2011/08/22/los-costosos-creditos-para-la-educacion-impulsan-el-exodo-de-estudiantes-a-argentina/,Lissette Fossa
https://www.ciperchile.cl/2011/03/14/el-enganoso-exito-academico-de-los-colegios-privados-que-reciben-subvencion-estatal/,Gabriel Álvarez
https://www.ciperchile.cl/2011/03/14/el-enganoso-exito-academico-de-los-colegios-privados-que-reciben-subvencion-estatal/,Juan Cristóbal Peña
https://www.ciperchile.cl/2015/08/04/carabineros-detenidos-por-asaltos-figuran-en-denuncia-de-2014-que-alto-mando-no-investigo/,Catalina Albert
https://www.ciperchile.cl/2015/08/04/carabineros-detenidos-por-asaltos-figuran-en-denuncia-de-2014-que-alto-mando-no-investigo/,Gabriela Pizarro
https://www.ciperchile.cl/2019/06/04/adopciones-ilegales-141-madres-ya-se-han-reencontrado-con-los-hijos-que-les-arrebataron-al-nacer/,Nicolás Sepúlveda
https://www.ciperchile.cl/2014/11/04/la-telarana-de-wang-jing-y-la-conexion-militar-con-china/,Octavio Enríquez
https://www.ciperchile.cl/2014/11/04/la-telarana-de-wang-jing-y-la-conexion-militar-con-china/,Santiago Villa - Confidencial
https://www.ciperchile.cl/2018/05/04/el-entierro-del-caso-sqm-iv-la-formalizacion-de-longueira-el-perdonazo-del-sii-y-la-renuncia-de-los-fiscales/,Gabriela Pizarro
https://www.ciperchile.cl/2018/05/04/el-entierro-del-caso-sqm-iv-la-formalizacion-de-longueira-el-perdonazo-del-sii-y-la-renuncia-de-los-fiscales/,Pedro Ramírez
https://www.ciperchile.cl/2014/03/04/lobby-el-nexo-financiero-entre-la-british-american-tobacco-chile-y-el-instituto-libertad-y-desarrollo/,Alberto Arellano
https://www.ciperchile.cl/2014/03/04/lobby-el-nexo-financiero-entre-la-british-american-tobacco-chile-y-el-instituto-libertad-y-desarrollo/,Equipo CIPER
https://www.ciperchile.cl/2011/09/01/el-general-gordon-hizo-cambiar-un-parte-policial-para-proteger-a-su-hijo-que-choco-y-se-dio-a-la-fuga/,Gustavo Villarrubia
https://www.ciperchile.cl/2017/08/21/municipios-mineros-i-los-millones-de-la-minera-los-pelambres-que-se-esfumaron-en-salamanca/,Alberto Arellano
https://www.ciperchile.cl/2017/08/21/municipios-mineros-i-los-millones-de-la-minera-los-pelambres-que-se-esfumaron-en-salamanca/,Catalina Albert
https://www.ciperchile.cl/2008/04/30/el-testamento-no-revelado-de-volpone-y-la-misteriosa-desaparicion-de-sus-memorias/,Francisca Skoknic
https://www.ciperchile.cl/2019/02/25/escuela-sin-partido-como-el-gobierno-bolsonaro-planea-erradicar-la-dictadura-de-la-historia-de-brasil/,Agencia Pública
https://www.ciperchile.cl/2012/01/25/los-duenos-del-mar-chileno/,Juan Pablo Figueroa
https://www.ciperchile.cl/2018/02/19/operacion-andes-el-otro-plan-de-inteligencia-que-se-vino-abajo-con-el-huracan/,Nicolás Sepúlveda
https://www.ciperchile.cl/2013/05/10/ex-asesor-de-diputada-marta-isasi-revela-pagos-de-corpesca-para-financiar-campanas-politicas/,Equipo CIPER
https://www.ciperchile.cl/2009/10/20/la-historia-secreta-del-secuestro-de-cristian-edwards-iii-la-captura/,Juan Cristóbal Peña
https://www.ciperchile.cl/2009/10/20/la-historia-secreta-del-secuestro-de-cristian-edwards-iii-la-captura/,Pedro Ramírez
https://www.ciperchile.cl/2017/11/10/papeles-del-paraiso-filtraciones-refuerzan-postura-del-sii-en-millonario-juicio-contra-walmart/,Juan Andrés Guzmán
https://www.ciperchile.cl/2016/12/05/el-verdadero-valor-de-la-fortuna-que-acumulo-pinochet/,Pedro Ramírez
https://www.ciperchile.cl/2016/12/12/el-negocio-que-hizo-la-u-la-republica-con-los-estudiantes-de-enfermeria-de-la-u-del-mar/,Catalina Albert
https://www.ciperchile.cl/2010/02/11/udi-protesta-por-marginacion-politica-de-gabinete-de-pinera-y-longueira-presiona-por-subsecretarias/,Sebastián Minay
https://www.ciperchile.cl/2016/06/03/fundaciones-de-longueira-la-mayor-caja-receptora-de-los-dineros-de-sqm/,Nicolás Sepúlveda
https://www.ciperchile.cl/2018/02/27/los-super-sueldos-de-mas-de-6-millones-de-los-gobiernos-de-pinera-y-bachelet/,Fernando Vega
https://www.ciperchile.cl/2013/02/13/psu-la-crisis-que-se-oculto/,Juan Andrés Guzmán
https://www.ciperchile.cl/2015/04/22/la-desconocida-historia-de-la-dupla-juan-diaz-cynthia-ross-en-el-negocio-de-caval/,Alberto Arellano
https://www.ciperchile.cl/2015/04/22/la-desconocida-historia-de-la-dupla-juan-diaz-cynthia-ross-en-el-negocio-de-caval/,Víctor Carvajal
https://www.ciperchile.cl/2008/03/27/registro-civil-maria-isabel-moya-la-mujer-que-sabe-demasiado/,Juan Cristóbal Peña
https://www.ciperchile.cl/2008/03/27/registro-civil-maria-isabel-moya-la-mujer-que-sabe-demasiado/,Francisca Skoknic
https://www.ciperchile.cl/2012/11/22/las-inconsistencias-que-aun-penan-tras-la-invalidacion-de-la-licitacion-del-litio/,Juan Pablo Figueroa
https://www.ciperchile.cl/2015/11/21/sergio-jadue-el-juego-sucio-que-le-reporto-us22-millones/,Matías Jara
https://www.ciperchile.cl/2015/11/21/sergio-jadue-el-juego-sucio-que-le-reporto-us22-millones/,Pedro Ramírez
https://www.ciperchile.cl/2019/10/02/conflictos-agrarios-y-destruccion-en-la-amazonia-brasilena/,Ciro Barros
https://www.ciperchile.cl/2019/10/02/conflictos-agrarios-y-destruccion-en-la-amazonia-brasilena/,José Cícero da Silva
https://www.ciperchile.cl/2019/10/02/conflictos-agrarios-y-destruccion-en-la-amazonia-brasilena/,Thiago Domenici
https://www.ciperchile.cl/2008/10/03/las-acciones-y-sociedades-que-los-senadores-no-declararon/,Juan Pablo Figueroa
https://www.ciperchile.cl/2008/10/03/las-acciones-y-sociedades-que-los-senadores-no-declararon/,Pedro Ramírez
https://www.ciperchile.cl/2019/03/04/las-guarderias-de-ninos-inmigrantes-que-albergan-los-guetos-verticales/,Claudia Saravia
https://www.ciperchile.cl/2019/03/04/las-guarderias-de-ninos-inmigrantes-que-albergan-los-guetos-verticales/,Josefina Reyes
https://www.ciperchile.cl/2009/07/10/diputados-asegurados-120-millones-anuales-paga-la-camara-en-polizas-para-parlamentarios-y-sus-familiares/,Pedro Ramírez
https://www.ciperchile.cl/2019/08/21/otro-grave-abuso-en-centros-del-sename-internacion-psiquiatrica-como-metodo-de-castigo/,Trinidad Rojas
https://www.ciperchile.cl/2019/08/21/otro-grave-abuso-en-centros-del-sename-internacion-psiquiatrica-como-metodo-de-castigo/,Monserrat Vitar
https://www.ciperchile.cl/2018/11/13/el-cuantioso-aporte-inmobiliario-de-bachelet-y-pinera-a-la-expansion-evangelica/,Gabriela Pizarro
https://www.ciperchile.cl/2018/11/13/el-cuantioso-aporte-inmobiliario-de-bachelet-y-pinera-a-la-expansion-evangelica/,Nicolás Sepúlveda
https://www.ciperchile.cl/2012/03/30/derrame-toxico-de-camion-de-anglo-american-pone-en-riesgo-agua-potable-del-sector-oriente-de-santiago/,Lissette Fossa
https://www.ciperchile.cl/2012/03/30/derrame-toxico-de-camion-de-anglo-american-pone-en-riesgo-agua-potable-del-sector-oriente-de-santiago/,Gustavo Villarrubia
https://www.ciperchile.cl/2015/12/17/la-anfp-arrinconada-por-el-sii-la-fiscalia-el-ministerio-de-justicia-la-svs-y-la-amenaza-de-clausura/,Catalina Albert
https://www.ciperchile.cl/2015/12/17/la-anfp-arrinconada-por-el-sii-la-fiscalia-el-ministerio-de-justicia-la-svs-y-la-amenaza-de-clausura/,Matías Jara
https://www.ciperchile.cl/2013/11/18/los-secretos-de-las-empresas-que-financian-la-politica-ii-mineras-banca-pesqueras-y-mas/,Francisca Miranda
https://www.ciperchile.cl/2013/11/18/los-secretos-de-las-empresas-que-financian-la-politica-ii-mineras-banca-pesqueras-y-mas/,Francisca Skoknic
https://www.ciperchile.cl/2009/07/15/el-rio-copiapo-se-muere-ii-lluvia-de-formulas-para-salvarlo-de-la-agonia/,Francisca Skoknic
https://www.ciperchile.cl/2015/04/07/la-otra-inversion-inmobiliaria-de-natalia-compagnon-en-la-cuarta-region/,Alberto Arellano
https://www.ciperchile.cl/2015/04/07/la-otra-inversion-inmobiliaria-de-natalia-compagnon-en-la-cuarta-region/,Víctor Carvajal
https://www.ciperchile.cl/2015/10/26/mas-de-3-mil-millones-se-gasto-en-vacuna-contra-el-virus-del-papiloma-cuya-eficacia-esta-en-tela-de-juicio/,Catalina Albert
https://www.ciperchile.cl/2008/11/06/escuchas-telefonicas-ii-los-pinchazos-que-condenan-al-mas-celebre-extranjero-encarcelado-en-chile/,Juan Cristóbal Peña
https://www.ciperchile.cl/2012/02/02/sistema-de-acreditacion-universitaria-bajo-sospecha-ii-el-imperio-de-la-u-del-mar/,Gregorio Riquelme
https://www.ciperchile.cl/2012/02/02/sistema-de-acreditacion-universitaria-bajo-sospecha-ii-el-imperio-de-la-u-del-mar/,Juan Andrés Guzmán
https://www.ciperchile.cl/2011/03/30/estos-son-los-pistoleros-de-los-narcos-que-siembran-el-terror-en-la-legua/,Gustavo Villarrubia
https://www.ciperchile.cl/2008/04/04/mujer-presa-por-aborto-del-hospital-me-trajeron-a-la-carcel/,Juan Pablo Figueroa
https://www.ciperchile.cl/2015/02/08/gigante-bancario-hsbc-acogio-dinero-sucio-vinculado-a-dictadores-y-mercaderes-de-armas/,Gerard Ryle
https://www.ciperchile.cl/2015/02/08/gigante-bancario-hsbc-acogio-dinero-sucio-vinculado-a-dictadores-y-mercaderes-de-armas/,Will Fitzgibbon
https://www.ciperchile.cl/2015/02/08/gigante-bancario-hsbc-acogio-dinero-sucio-vinculado-a-dictadores-y-mercaderes-de-armas/,Mar Cabra
https://www.ciperchile.cl/2015/02/08/gigante-bancario-hsbc-acogio-dinero-sucio-vinculado-a-dictadores-y-mercaderes-de-armas/,Rigoberto Carvajal
https://www.ciperchile.cl/2015/02/08/gigante-bancario-hsbc-acogio-dinero-sucio-vinculado-a-dictadores-y-mercaderes-de-armas/,Marina Walker Guevara
https://www.ciperchile.cl/2015/02/08/gigante-bancario-hsbc-acogio-dinero-sucio-vinculado-a-dictadores-y-mercaderes-de-armas/,Martha M. Hamilton and Tom Stites
https://www.ciperchile.cl/2011/10/13/la-carrera-de-los-ex-ejecutivos-de-la-polar-para-disimular-su-millonario-patrimonio/,Natalia Bogolasky
https://www.ciperchile.cl/2021/02/07/panguipulli-en-llamas/,Nicolás Massai D.
https://www.ciperchile.cl/2021/02/07/panguipulli-en-llamas/,Macarena Segovia
https://www.ciperchile.cl/2021/02/07/panguipulli-en-llamas/,Nicolás Sepúlveda
https://www.ciperchile.cl/2017/11/05/las-operaciones-offshore-del-recaudador-de-justin-trudeau-primer-ministro-de-canada/,Ryan Chittum
https://www.ciperchile.cl/2017/11/05/las-operaciones-offshore-del-recaudador-de-justin-trudeau-primer-ministro-de-canada/,Harvey Cashore
https://www.ciperchile.cl/2013/03/18/universidades-privadas-con-mas-recursos-son-las-mas-beneficiadas-con-la-ley-de-donaciones/,Tabatha Guerra
https://www.ciperchile.cl/2013/03/18/universidades-privadas-con-mas-recursos-son-las-mas-beneficiadas-con-la-ley-de-donaciones/,Juan Andrés Guzmán
https://www.ciperchile.cl/2012/01/27/el-saqueo-del-mar-chileno/,Juan Pablo Figueroa
https://www.ciperchile.cl/2012/10/10/padre-de-joven-chileno-victima-de-accidente-aereo-en-peru-logra-condena-de-la-mafia-de-%e2%80%9clos-vuelos-de-la-muerte%e2%80%9d-en-nasca/,Mónica González
https://www.ciperchile.cl/2012/10/10/padre-de-joven-chileno-victima-de-accidente-aereo-en-peru-logra-condena-de-la-mafia-de-%e2%80%9clos-vuelos-de-la-muerte%e2%80%9d-en-nasca/,Gustavo Villarrubia
https://www.ciperchile.cl/2015/04/20/las-huellas-de-norberto-morita-en-el-fraude-de-la-polar/,Rodrigo Baires
https://www.ciperchile.cl/2018/12/19/muerte-de-catrillanca-ciper-revela-en-exclusiva-tres-de-los-videos-que-grabo-carabineros/,Pablo Basadre G.
https://www.ciperchile.cl/2008/10/29/asi-se-hacen-los-cuestionados-pinchazos-telefonicos-legales/,Juan Cristóbal Peña
https://www.ciperchile.cl/2008/10/29/asi-se-hacen-los-cuestionados-pinchazos-telefonicos-legales/,Sebastián Minay
https://www.ciperchile.cl/2009/08/06/el-dia-en-que-manuel-contreras-le-ofrecio-al-sha-de-iran-matar-a-%e2%80%9cel-chacal%e2%80%9d/,Mónica González
https://www.ciperchile.cl/2015/04/23/la-lista-completa-la-verdad-sobre-las-1-123-empresas-que-financian-la-politica-en-chile/,Daniel Matamala
https://www.ciperchile.cl/2013/03/18/ezzati-exculpa-a-brazo-derecho-de-karadima/,Pilar Rodríguez
https://www.ciperchile.cl/2011/11/28/nueva-pista-del-fraude-el-auditor-externo-de-la-polar-que-se-convirtio-en-asesor-clave-de-gerencia/,Natalia Bogolasky
https://www.ciperchile.cl/2016/01/07/copa-america-la-operacion-relampago-de-la-anfp-para-evitar-otro-round-con-el-sii/,Pedro Ramírez
https://www.ciperchile.cl/2013/08/29/el-ambicioso-plan-para-reformar-las-carceles-que-el-gobierno-ya-puso-en-marcha/,Gabriel Álvarez
https://www.ciperchile.cl/2013/08/29/el-ambicioso-plan-para-reformar-las-carceles-que-el-gobierno-ya-puso-en-marcha/,Pedro Ramírez
https://www.ciperchile.cl/2012/05/02/punta-peuco-iv-las-historias-no-contadas-de-familiares-y-presos/,Verónica Torres
https://www.ciperchile.cl/2011/11/17/pasivos-ambientales-mineros-en-peru-bombas-de-tiempo-de-las-que-nadie-se-hace-responsable/,José Manuel Balta desde Lima
https://www.ciperchile.cl/2011/11/17/pasivos-ambientales-mineros-en-peru-bombas-de-tiempo-de-las-que-nadie-se-hace-responsable/,Perú
https://www.ciperchile.cl/2019/07/05/jefatura-de-la-pdi-y-fiscalia-nacional-entramparon-durante-meses-el-dramatico-informe-sobre-abusos-en-el-sename/,Nicolás Sepúlveda
https://www.ciperchile.cl/2015/03/05/las-cuentas-poco-claras-de-la-federacion-de-tenis/,Luciano Jiménez
https://www.ciperchile.cl/2015/03/05/las-cuentas-poco-claras-de-la-federacion-de-tenis/,estudiante de Periodismo de la UDP (*)
https://www.ciperchile.cl/2011/03/10/expertos-identifican-a-las-14-faenas-mineras-abandonadas-mas-riesgosas-del-pais/,Marcela Ramos
https://www.ciperchile.cl/2015/04/17/pagos-ilicitos-de-sqm-las-pistas-que-llevan-a-cristian-leay-y-a-las-fundaciones-de-longueira/,Víctor Carvajal
https://www.ciperchile.cl/2015/04/17/pagos-ilicitos-de-sqm-las-pistas-que-llevan-a-cristian-leay-y-a-las-fundaciones-de-longueira/,Juan Pablo Figueroa
https://www.ciperchile.cl/2010/11/11/acusan-al-obispo-arteaga-trato-de-acallar-a-las-victimas-de-karadima-y-no-responde-por-los-dineros/,Gustavo Villarrubia
https://www.ciperchile.cl/2010/11/11/acusan-al-obispo-arteaga-trato-de-acallar-a-las-victimas-de-karadima-y-no-responde-por-los-dineros/,Juan Andrés Guzmán
https://www.ciperchile.cl/2009/06/12/fiscalia-decide-formalizar-a-diputada-nogueira-e-investiga-pagos-de-la-camara-a-asesores/,Juan Cristóbal Peña
https://www.ciperchile.cl/2009/06/12/fiscalia-decide-formalizar-a-diputada-nogueira-e-investiga-pagos-de-la-camara-a-asesores/,Pedro Ramírez
https://www.ciperchile.cl/2017/10/10/historia-de-un-paria/,Por
https://www.ciperchile.cl/2018/12/11/afp-radiografia-a-los-347-mil-millones-de-utilidades-netas-que-obtuvieron-en-2017/,Alberto Arellano
https://www.ciperchile.cl/2012/02/27/inversion-minera-sistema-de-evaluacion-ambiental-rechazo-solo-el-007-de-600-proyectos-en-7-anos/,Marcela Ramos
https://www.ciperchile.cl/2016/11/11/oas-las-redes-politicas-en-chile-de-la-empresa-que-pago-millonarias-coimas-en-brasil/,Alberto Arellano
https://www.ciperchile.cl/2017/01/23/asi-pauteo-asipes-a-la-senadora-van-rysselberghe-cuando-presidio-la-comision-de-pesca/,Pedro Ramírez
https://www.ciperchile.cl/2017/01/23/asi-pauteo-asipes-a-la-senadora-van-rysselberghe-cuando-presidio-la-comision-de-pesca/,Nicolás Sepúlveda
https://www.ciperchile.cl/2015/07/21/los-nexos-entre-el-secretario-general-de-rn-y-los-involucrados-en-las-coimas-por-la-basura/,Matías Jara
https://www.ciperchile.cl/2015/07/21/los-nexos-entre-el-secretario-general-de-rn-y-los-involucrados-en-las-coimas-por-la-basura/,Pedro Ramírez
https://www.ciperchile.cl/2017/11/07/alsacia-express-los-secretos-en-islas-bermudas-del-mayor-operador-del-transantiago/,Alberto Arellano
https://www.ciperchile.cl/2013/04/25/el-director-del-ine-habria-manipulado-las-cifras-del-censo-2012/,Boris Bezama
https://www.ciperchile.cl/2013/04/25/el-director-del-ine-habria-manipulado-las-cifras-del-censo-2012/,Mónica González
https://www.ciperchile.cl/2012/02/23/impactantes-testimonios-del-incendio-en-la-carcel-de-honduras-que-se-quemen-los-reos/,Daniel Valencia Caravantes
https://www.ciperchile.cl/2012/02/23/impactantes-testimonios-del-incendio-en-la-carcel-de-honduras-que-se-quemen-los-reos/,desde El Salvador.
https://www.ciperchile.cl/2009/09/21/vida-al-limite-en-la-frontera-con-peru-iii-narco-delata-a-narco/,Juan Cristóbal Peña
https://www.ciperchile.cl/2017/03/17/las-empresas-zombis-que-compro-pinera-para-ahorrar-millones-en-impuestos/,Juan Andrés Guzmán
https://www.ciperchile.cl/2008/03/13/las-mil-y-una-razones-sociales-que-fragmentan-a-los-trabajadores/,Francisca Skoknic
https://www.ciperchile.cl/2016/02/15/los-millonarios-negocios-con-el-estado-de-las-empresas-que-creo-cristian-riquelme/,Nicolás Sepúlveda
https://www.ciperchile.cl/2019/07/08/valentin-diaz-gracia-de-funcionario-publico-a-empresario-farmaceutico/,Catalina Gaete
https://www.ciperchile.cl/2019/07/08/valentin-diaz-gracia-de-funcionario-publico-a-empresario-farmaceutico/,Paulette Desormeaux
https://www.ciperchile.cl/2013/01/07/contraloria-confirma-conflicto-de-interes-de-jefes-del-sii-en-el-%e2%80%9cperdonazo%e2%80%9d-a-jonhson%e2%80%99s/,Pedro Ramírez
https://www.ciperchile.cl/2013/01/07/contraloria-confirma-conflicto-de-interes-de-jefes-del-sii-en-el-%e2%80%9cperdonazo%e2%80%9d-a-jonhson%e2%80%99s/,Paulette Desormeaux
https://www.ciperchile.cl/2013/04/05/impacto-mundial-por-revelaciones-sobre-cuentas-en-paraisos-fiscales/,El Confidencial (en coordinación con ICIJ)
https://www.ciperchile.cl/2010/11/22/sacerdote-que-se-suicido-tras-confesar-abuso-a-menor-fue-vicario-de-educacion-y-exonero-a-profesora-lesbiana/,Pedro Ramírez
https://www.ciperchile.cl/2011/02/17/el-lobby-que-retraso-los-cambios-a-las-normas-para-construir-edificios/,Tabatha Guerra
https://www.ciperchile.cl/2016/07/15/fiesta-dieciochera-el-otro-negocio-entre-maipu-y-el-empresario-acusado-de-sobornar-al-alcalde/,Gabriela Pizarro
https://www.ciperchile.cl/2015/11/18/urgencias-de-hospitales-publicos-en-la-uti-dramatica-falta-de-especialistas-equipos-y-camas/,Catalina Albert
https://www.ciperchile.cl/2016/09/22/pugna-por-rol-publico-de-inacap-la-tutela-estatal-que-pone-limite-al-control-empresarial/,Nicolás Sepúlveda
https://www.ciperchile.cl/2018/06/07/nuevas-pruebas-de-aportes-ilegales-de-las-pesqueras-a-los-diputados-sauerbaum-y-bobadilla/,Nicolás Sepúlveda
https://www.ciperchile.cl/2010/08/04/donde-y-como-se-roba-en-santiago-ii-imagenes-ineditas-del-robo-del-millon-de-dolares/,Gustavo Villarrubia
https://www.ciperchile.cl/2015/03/23/ley-de-farmacos-por-que-suben-los-precios-y-desaparecen-productos/,Catalina Albert
https://www.ciperchile.cl/2012/03/12/evaluacion-internacional-de-la-psu-en-2005-recomendo-cambios-en-matematicas-que-no-se-aplicaron/,Lissette Fossa
https://www.ciperchile.cl/2013/09/03/el-plan-para-modernizar-la-escuela-de-gendarmeria-que-el-ex-ministro-teodoro-ribera-desecho/,Gabriel Álvarez
https://www.ciperchile.cl/2013/09/03/el-plan-para-modernizar-la-escuela-de-gendarmeria-que-el-ex-ministro-teodoro-ribera-desecho/,Pedro Ramírez
https://www.ciperchile.cl/2008/04/24/el-polemico-proyecto-de-microsoft-que-naufrago-en-el-registro-civil/,Francisca Skoknic
