url,titulo,entradilla,fecha,n_comentarios,categoria,n_words
https://www.ciperchile.cl/2011/06/17/monjas-en-pie-de-guerra-religiosas-denuncian-a-subdirector-de-su-colegio-y-madre-superiora-lo-respalda/,Monjas en pie de guerra: Religiosas denuncian a subdirector de su colegio y madre superiora lo respalda,"Juan Pablo Valenzuela usa autos caros, se viste bien y tiene un singular éxito con las mujeres. No es profesor y se desempeña como subdirector de un colegio de monjas. No es abogado y oficia como asesor jurídico de la misma congregación. A su favor cuenta con el respaldo de la madre superiora, que confía ciegamente en él. Pero el resto de las religiosas sospecha que ha usado recursos del colegio para financiar inversiones inmobiliarias que suman $132 millones en menos de un año y lo denunciaron en la fiscalía. Esta es la historia que convirtió el bucólico pueblo de Parral en un hervidero de rumores.",2011-06-17,361,Investigación,
https://www.ciperchile.cl/2008/07/10/las-cajas-negras-de-la-direccion-de-construcciones-navales/,Las cajas negras de la Dirección de Construcciones Navales,"Durante los dos años que completa la investigación preliminar, la policía ha descubierto en la Direction de Constructions Navales (DCN) las cajas negras del millonario mercado de armamento francés de los últimos años. Por ahora, la justicia -que acaba de confiarle el dossier a dos magistrados especialistas en finanzas- ha tomado la precaución de no meter su nariz al interior del expediente y se limita a investigar sobre las minucias. Afortunadamente, Bakchich pudo conseguir documentos confidenciales y desmenuzar las vías que permitieron que se evaporaran las comisiones. Ventas de fragatas, de submarinos, de torpilleros y de otros barcos militares conforman un lucrativo mercado que vamos a relatar en seis episodios.",2008-07-10,0,Investigación,
https://www.ciperchile.cl/2008/11/27/muertos-de-nadie-iii-el-misterio-de-las-dos-vidas-de-juan-alberto-silva/,Muertos de nadie (III): El misterio de las dos vidas de Juan Alberto Silva,"A la familia de Juan Alberto Silva Leal tampoco le avisaron de su muerte. Lo supieron cuando CIPER se los comunicó. Había pasado más de un año. Pero su muerte encerraba un enigma. Después de morir, Silva continuó endeudándose, emitiendo boletas, solicitando créditos en bancos, pagando con cheques y tarjetas en supermercados y casas comerciales y arrendando una pieza en Maipú. Reconstruimos su historia y develamos el misterio de sus dos vidas: drogas, abandono y estafas incluso después de fallecer. Dos hombres distintos pero una sola identidad. Los vacíos de la justicia permiten que el delito también se apodere de los muertos que nadie reclama.",2008-11-27,16,Investigación,
https://www.ciperchile.cl/2012/09/10/se-abre-el-amazonas/,Se abre el Amazonas,"Con la construcción de los 5.404 kilómetros de carretera que conectan el Pacífico peruano con el Atlántico brasileño, nacieron cientos de oportunidades de riqueza y desarrollo, pero también grandes desafíos ambientales y sociales. Esta es la primera entrega de La Autopista de la Selva, una serie de reportaje hechos por CONNECTAS luego de recorrer cerca de 700 kilómetros de la Interoceánica, justo el tramo que une a las poblaciones más importantes del sur este de la Amazonía. A través de esta serie que CIPER publica desde hoy y hasta el viernes, podrá encontrar diferentes historias sobre los cambios que la Autopista está trayendo en el medio ambiente y en la vida de la gente.",2012-09-10,1,Investigación,
https://www.ciperchile.cl/2017/12/21/la-caida-del-pri/,La caída del PRI,"El 0,66% de los votos a nivel nacional convirtió al PRI en un partido sin parlamentarios ni estatus legal. Su ambicioso plan de ser el ala de centro de Chile Vamos, fracasó, mientras Evópoli emerge como la cara fresca y liberal. La pareja que controla al PRI –Alejandra Bravo y Eduardo Salas- debe enfrentar la crisis y las esquirlas de la investigación por los $385 millones que recibió el partido de SQM y el Grupo Angelini. CIPER descubrió que Salas mintió al declarar en la Fiscalía: los informes con los que justificó pagos por $74 millones de SQM fueron plagiados de estudios de reputados académicos.",2017-12-21,0,Investigación,
https://www.ciperchile.cl/2013/09/10/el-informe-secreto-de-pinochet-sobre-los-crimenes/,El informe secreto de Pinochet sobre los crímenes,"Una investigación ordenada por el general Augusto Pinochet y realizada entre marzo y abril de 1976 por su ministro de Defensa, general Herman Brady, sobre los “juicios instruidos contra personal del Ejército por abuso de sus funciones” revela episodios desconocidos de la violencia indiscriminada después del Golpe, agrega numerosas víctimas que no aparecen consignadas en el Informe Rettig y demuestra que las autoridades del régimen conocieron los crímenes y sepultaron sus huellas.",2013-09-10,38,Investigación,
https://www.ciperchile.cl/2009/03/19/la-huella-del-comandante-ramiro-en-la-desaparicion-de-un-alto-jefe-del-fpmr/,La huella del comandante Ramiro en la desaparición de un alto jefe del FPMR,"No habría sido asesinado por agentes de la dictadura sino por sus propios compañeros de armas. Luis Eduardo Arriagada Toro fue acusado de traicionar al jefe máximo del Frente Patriótico Manuel Rodríguez (FPMR) y a su pareja, Raúl Pellegrin y Cecilia Magni. Su nombre es prácticamente desconocido pero su apodo –Bigote– es una leyenda entre sus antiguos compañeros por su participación en el asalto al cuartel Los Queñes y el secuestro al coronel Carreño, entre otros. A veinte años de su desaparición, su ex esposa vino desde Suecia para entablar una denuncia por presunta desgracia. Los testimonios apuntan a Ramiro, alias de Mauricio Hernández Norambuena, preso en Brasil. Qué pasó con él y por qué lo mataron son algunas de las preguntas que hoy se hace Alejandra, la última hija que Bigote tuvo en Chile y a la que no alcanzó a conocer.",2009-03-19,52,Investigación,
https://www.ciperchile.cl/2011/04/16/el-polemico-acuerdo-legal-que-firmo-en-2007-el-asesor-clave-del-caso-kodama/,El polémico acuerdo legal que firmó en 2007 el asesor clave del caso Kodama,"De no haber sido por su rol en el pago de $17 mil millones por parte del Serviu a Kodama, nadie habría reparado en que hace sólo cuatro años el abogado Álvaro Baeza fue el actor principal de otro cuestionado acuerdo legal. Asesoró a los canteros de Colina para evitar que les arrebataran sus pertenencias mineras en Chicureo. Un acuerdo negociado por él, terminó con los artesanos perdiendo su patrimonio y sin recibir un peso; permitió a las inmobiliarias construir sus condominios y Baeza obtuvo $800 millones y se quedó con el negocio de las canteras.",2011-04-16,36,Investigación,
https://www.ciperchile.cl/2016/02/24/los-negocios-de-lucia-hiriart-el-desconocido-multirut-de-la-fundacion-cema/,Los negocios de Lucía Hiriart: el desconocido multirut de la Fundación CEMA,"CEMA, la fundación que preside hace 42 años y a perpetuidad Lucía Hiriart, es mucho más que un centenar de casas que el Estado le regaló en dictadura. CIPER descubrió una compleja y secreta red de al menos 186 filiales que creó en todo el país, con ruts y patrimonio propios. Allí se oculta un millonario botín inmobiliario que no figura en ningún registro oficial y cuyos secretos conoce el abogado Víctor M. Avilés. Hoy siguen activos 12 de esos ruts, que suman propiedades avaluadas en $4.545 millones. Si le quitan la personalidad jurídica, todo va a manos de los Pinochet (Actualizado).",2016-02-24,19,Investigación,
https://www.ciperchile.cl/2017/11/05/los-rentables-negocios-del-secretario-de-comercio-de-trump-con-el-circulo-de-putin/,Los rentables negocios del secretario de Comercio de Trump con el círculo de Putin,"El millonario empresario que Trump escogió como secretario de Comercio de su gobierno, mantiene un 31,5% en Navigator, una poderosa compañía instalada en un paraíso fiscal y que recibe millonarias ganancias de una empresa de transporte marítimo del yerno de Putin y oligarcas rusos sancionados en EE.UU. Así lo reveló la investigación de registros offshore del bufete Appleby, que ha hecho pública la red de medios asociada a ICIJ (que incluye a CIPER). La fortuna de Wilbur Ross, quien concentra la autoridad directa sobre las políticas de comercio de EE.UU., asciende a US$2.500 millones, según Forbes.",2017-11-05,0,Investigación,
https://www.ciperchile.cl/2009/04/23/los-estudios-hechos-por-la-corporacion-de-patricio-rojas-para-el-ministerio-de-defensa/,Revise los estudios vendidos por la corporación de Patricio Rojas a Defensa,"El reportaje sobre la Corporación de Estudios Estratégicos (CEES), creada por Patricio Rojas mientras era ministro de Defensa, ha generado una gran polémica. El uso de la legislación sobre acceso a la información pública fue clave para la realización de dicha investigación periodística. Como la cantidad de documentos recibidos era enorme, en la primera entrega sólo publicamos los más relevantes, relativos a contratos, balances y memorias de la CEES. En esta segunda parte, se pueden descargar los siete estudios. Dos de ellos, que datan de 2003 y 2007, tienen información idéntica.",2009-04-23,12,Investigación,
https://www.ciperchile.cl/2012/08/03/las-transacciones-secretas-de-los-controladores-de-la-u-del-mar-que-precipitaron-su-caida/,Las transacciones secretas de los controladores de la U. del Mar que precipitaron su caída,"CIPER siguió las huellas del dinero desde la caja de la UDM hasta un fondo de inversión privado (FIP) donde mil millones de pesos se repartieron a tres de los controladores de la UDM sin pagar impuestos. Fue una de las operaciones financieras que se iniciaron cuando la disputa por las ganancias desató la guerra entre sus dueños. Todo se inició en 2010, con el cambio de la red societaria para vender la UDM a Southern Cross, el mismo del fraude de La Polar. Para esa venta era clave la acreditación, la que se habría obtenido mediante cohecho a Eugenio Díaz, delito que investiga el Ministerio Público.",2012-08-03,10,Investigación,
https://www.ciperchile.cl/2020/09/20/lavado-de-dinero-filtracion-de-archivos-revela-como-bancos-globales-consienten-a-oligarcas-narcos-y-terroristas/,"Lavado de dinero: Filtración de archivos revela cómo bancos globales consienten a oligarcas, narcos y terroristas","Más de 2 mil reportes bancarios filtrados muestran cómo billones de dólares de dinero negro fluyen libremente entre los principales bancos del mundo. Deutsche Bank, Bank of New York Mellon, Standard Chartered, JPMorgan y HSBC son protagonistas de una oscura trama con un punto común: vista gorda de controles al realizar operaciones con dineros provenientes de la corrupción, el fraude, el crimen organizado y el terrorismo. Esta investigación, coordinada por el Consorcio Internacional de Periodistas de Investigación (ICIJ) –del que CIPER es miembro–, y en la que colaboraron 110 medios de 88 países, detectó transacciones por al menos US$ 2 billones entre 1999 y 2017 que fueron clasificadas como actividades potenciales de lavado de activos.",2020-09-20,7,Investigación,3632.0
https://www.ciperchile.cl/2016/04/21/la-asesoria-de-natalia-compagnon-a-raylex-para-obtener-contratos-con-el-estado/,La asesoría de Natalia Compagnon a Raylex para obtener contratos con el Estado,"La relación comercial de Natalia Compagnon y Mauricio Valero no se inició con CAVAL. Antes de eso y del polémico negocio inmobiliario en Machalí, ambos se unieron trabajando para Inprocon en 2011. Desde allí Compagnon asesoró a la empresa de telecomunicaciones Raylex para apoyarla en licitaciones en el sector público e identificar nuevos negocios. Tras su asesoría, Raylex obtuvo dos contratos con Codelco por más de $2.400 millones y otros dos con la Onemi por $82 millones. CIPER accedió a contratos y correos que dan cuenta de esas gestiones de Compagnon, de sus contactos y de los pagos que recibió.",2016-04-21,8,Investigación,
https://www.ciperchile.cl/2013/02/21/abogado-de-colonia-dignidad-es-nombrado-por-ministro-de-justicia-notario-de-castro/,Abogado de Colonia Dignidad es nombrado por ministra de Justicia notario de Castro,"El abogado que durante años cauteló los intereses económicos de Colonia Dignidad y que también defendió a los jerarcas que acaban de ingresar a la cárcel a cumplir condena por complicidad en violación y abuso sexual y secuestro de menores, acaba de ser nombrado notario y conservador de Bienes Raíces de Castro. Tiene sólo ocho meses de experiencia en el rubro, pero buenos padrinos políticos. Así consiguió que la Corte de Apelaciones de Puerto Montt lo incluyera en la terna junto a la ex vicaria de la Solidaridad de Concepción, Martita Wörner, con 14 años de experiencia.",2013-02-21,24,Investigación,
https://www.ciperchile.cl/2009/12/03/quienes-fueron-los-casi-mil-donantes-publicos-de-la-campana-de-bachelet/,Quiénes fueron los casi mil donantes públicos de la campaña de Bachelet,"La Ley de Transparencia permitió conocer los nombres de las casi mil personas que hicieron aportes públicos a Michelle Bachelet en la campaña presidencial de 2005 (reuniendo $154 millones), y a los candidatos a alcalde en 2008. En la lista aparecen conocidos personajes de la política nacional, incluyendo gran parte del “segundo piso” de Ricardo Lagos y de quienes integrarían el gabinete de la presidenta. Esta semana Leonardo Farkas aseguró que todos los candidatos le han pedido plata, pero no dijo que él ya sabe de campañas políticas: el año pasado hizo su aporte en las elecciones municipales.",2009-12-03,15,Investigación,
https://www.ciperchile.cl/2012/01/13/masivas-expulsiones-de-lideres-estudiantiles-en-liceos-de-nunoa-y-providencia/,Masivas expulsiones de líderes estudiantiles en liceos de Ñuñoa y Providencia,"En la comuna de Providencia los alumnos sin matrícula o expulsados suman 62. En Nuñoa, 109. Aún ningún organismo lleva la cuenta nacional del masivo castigo a los jóvenes que se tomaron sus colegios mientras el gobierno sigue empeñado en organizar el castigo que viene: la Ley Anti-tomas, que permite que los líderes estudiantiles que convoquen a marchas puedan terminar presos. Adelantándose a esa ley los alcaldes Sabat (Ñuñoa) y Labbé (Providencia) ya han expulsado y dejado sin matrícula a 24 voceros de colegios tomados en 2011. Con la drástica medida la autoridad busca un 2012 sin efervescencia social.",2012-01-13,15,Investigación,
https://www.ciperchile.cl/2009/08/27/vida-al-limite-en-la-frontera-con-peru-i-el-incontenible-flujo-del-contrabando-hormiga/,Vida al límite en la frontera con Perú (I): El incontenible flujo del contrabando hormiga,"Pamperos, cachineros y comisionistas forman parte de una aceitada pero informal maquinaria de contrabando en el límite entre Chile y Perú. Aquí poco importan las disputas diplomáticas. En la frontera cada uno tiene un rol asignado y permite que la ropa usada dé un paseo por la pampa, rodeando la aduana peruana de Santa Rosa para llegar a Tacna, y que los productos falsificados se repartan entre cientos de cargadores que los traen hasta Arica para que no parezca contrabando. Costumbres históricas que alimentan la cultura del comercio ilegal y también a miles de familias.",2009-08-27,7,Investigación,
https://www.ciperchile.cl/2014/07/04/silencio-y-complicidades-%e2%80%9cno-revuelvas-el-pasado-haras-dano-a-otras-personas%e2%80%9d/,"Silencio y complicidades: “No revuelvas el pasado, harás daño a otras personas”","Con pocas semanas de diferencia, la familia Mestre-Sabureau recibió dos hijos de parte de las monjas mercedarias de Curicó. Todo se hizo en secreto y fuera de cualquier registro legal. CIPER descubrió que esa no era una práctica aislada en el hogar de menores San Ramón Nonato. Un férreo muro de silencio ha permitido mantener oculto por 42 años el nombre de los padres biológicos de René Mestre Sabureau. Por casi dos décadas las pocas monjas que pudieron haber entregado información, han cerrado todas las puertas. El último portazo fue hace unos días.",2014-07-04,12,Investigación,
https://www.ciperchile.cl/2019/07/12/stephan-jarpa-la-exitosa-carrera-en-la-industria-farmaceutica-del-exdirector-del-instituto-de-salud-publica/,Stephan Jarpa: la exitosa carrera en la industria farmacéutica del exdirector del Instituto de Salud Pública,"Los seis meses en que el químico farmacéutico Stephan Jarpa dirigió el Instituto de Salud Pública (ISP) consolidaron su carrera como consultor privado en temas regulatorios de salud. Estuvo a la cabeza de la institución estatal en el proceso de implementación de la primera Ley de Fármacos. Entre otras cosas, esa norma fijó la obligatoriedad para médicos y farmacias de informar la bioequivalencia de los medicamentos, afectando los intereses de los laboratorios. Al salir del organismo, Jarpa asumió la dirección de una consultora que ofrece asesoría en asuntos regulatorios y farmacéuticos: Inhouse, una empresa que fundó en 2006 y cuya propiedad mantuvo mientras fue director del ISP.",2019-07-12,5,Investigación,107.0
https://www.ciperchile.cl/2015/08/11/el-fraude-que-oscurece-las-licitaciones-que-gano-lg-para-iluminar-seis-comunas-con-led/,El fraude que oscurece las licitaciones que ganó LG para iluminar seis comunas con LED,"En un año, LG se adjudicó contratos por $11.562 millones para cambiar la luminaria de seis comunas con luces LED. El último lo firmó con el municipio de Renca. CIPER encontró las huellas de las irregularidades de esas licitaciones, las mismas que deberá investigar el Ministerio Público pues ya recibió una denuncia de fraude por $2.200 millones ejecutado por el ex representante legal de LG, José Miguel Lira. A él también lo acusan de pagar cerca de $1.200 millones a asesores externos y a funcionarios municipales para ganar las licitaciones, servicios que no están acreditados en la contabilidad de LG.",2015-08-11,15,Investigación,
https://www.ciperchile.cl/2008/03/06/los-sueldos-del-retail/,Los sueldos del retail: el «boom» que nunca existió,"Pese a que las tres grandes multitiendas –Falabella, Paris y Ripley- se disputan un mercado que les reporta millonarias utilidades, lo que les ha permitido aumentar su patrimonio y expandirse, sus vendedores viven una experiencia diametralmente opuesta. Mientras más ganan las empresas, los sueldos tienden a bajar y empeoran las condiciones laborales. A continuación, la primera parte de una serie que aborda el lado menos conocido y más controversial de uno de los sectores más pujantes de la economía chilena.",2008-03-06,39,Investigación,
https://www.ciperchile.cl/2008/06/05/codorniu-el-fantasma-del-caso-del-registro-civil/,"Codorniu, el fantasma del caso del Registro Civil","La doble asesoría de Andrés Contardo a la empresa india Tata y al Registro Civil sólo es una de las caras del caso que reveló CIPER en marzo. Una arista menos conocida tiene que ver con otras personas que habrían ofrecido ejercer influencias en el organismo estatal. Uno de los mencionados se apellida Codorniu y costó semanas ubicar quién era. Dos ex ejecutivos de la empresa Quintec relatan su rol, pero él saca la voz por primera vez para negar cualquier participación.",2008-06-05,94,Investigación,
https://www.ciperchile.cl/2013/10/28/la-dolorosa-ruta-judicial-que-recorren-los-ninos-abusados-sexualmente/,La dolorosa ruta judicial que recorren los niños abusados sexualmente,"Apenas se firma una denuncia por abuso sexual de menores, el niño ingresa a un túnel: el sistema judicial. Para evitar que el menor acuse falsamente, inducido por un adulto, deberá recordar y relatar una y otra vez, con todos los detalles, cómo, dónde, cuándo y quién lo abusó. Lo someterán a extenuantes exámenes físicos y psicológicos para probarlo. En todo momento su relato estará en duda, debiendo esperar hasta más de un año para la pericia que acreditará su credibilidad. Al final, en el juicio oral, puede que también deba enfrentar a los peritos pagados por su agresor que intentarán demoler las pruebas del abuso. Esta es la travesía de los miles de niños abusados sexualmente por un sistema que vulnera sus derechos.",2013-10-28,28,Investigación,
https://www.ciperchile.cl/2010/12/06/la-cinematografica-historia-del-mas-escurridizo-guerrillero-del-fpmr/,La cinematográfica historia del más escurridizo guerrillero del FPMR,"Desde que reabrió el caso Guzmán, el juez Mario Carroza ha realizado diversas diligencias tendientes a desentrañar incógnitas que se arrastran por casi veinte años. Junto con atreverse a abrir una caja de Pandora en la que asoman informantes del FPMR y ex agentes del DINE, el magistrado dio con la verdadera identidad del hombre que aparece en el video grabado en el camping Colliguay en 1992 y que ofició de jefe de la casa donde permaneció secuestrado Cristián Edwards. Lo apodaban Rambo y su trayectoria es de respeto: tuvo preparación militar en Cuba y Vietnam, combatió a la Contra en Nicaragua y fue quien disparó el rocket que golpeó el vidrio del Mercedes Benz en que viajaba Pinochet en septiembre de 1986, sin que alcanzara a explotar. Desde entonces la policía le sigue los pasos y lo ha confundido con Tarzán, el apodo de otro ex frentista detenido y liberado recientemente.",2010-12-06,19,Investigación,
https://www.ciperchile.cl/2018/04/18/el-entierro-del-caso-sqm-ii-gajardo-y-chahuan-resisten-la-presion-de-la-moneda/,El entierro del Caso SQM II: Gajardo y Chahuán resisten la presión de La Moneda,"La prisión preventiva para los dueños de Penta sacudió a la elite empresarial y política. El miedo a correr una suerte similar activó a todos los que habían entregado y recibido dinero negro. En febrero de 2015 desde el interior del Ministerio Público se puso en marcha una operación para marginar a los incómodos fiscales Gajardo y Norambuena. En paralelo, desde Interior y Hacienda intentaron digitar a la jefatura de Impuestos Internos para ahogar la investigación antes de que se descubrieran los nexos de SQM con la precampaña de Bachelet. Ambos intentos fueron inútiles. El fiscal nacional Sabas Chahuán blindó a Gajardo, tomó la investigación en sus manos, enfrentó las presiones de La Moneda y desnudó el rol clave que jugaría el SII en la trama que finalmente aseguraría impunidad a la mayoría de los involucrados.",2018-04-18,0,Investigación,2467.0
https://www.ciperchile.cl/2015/02/10/las-verdaderas-amas-de-casa-del-hsbc/,Las verdaderas “amas de casa” del HSBC,"Los archivos filtrados desde el HSBC Private Bank en Suiza dan un nuevo significado al concepto de “ama de casa”. Más de 7.300 de sus clientes figuran en sus registros bajo esa descripción, aunque muchas de ellas cuentan con prolíficas y lucrativas carreras, son miembros de la realeza, herederas de fortunas o incluso han sido prófugas por millonarios delitos corporativos. En algunos casos, sus cuentas han llegado a tener más de US$ 100 millones, generalmente vinculadas ellas a través de empresas radicadas en paraísos fiscales. Esta es otra muestra de las políticas que ha empleado el HSBC en Suiza para promover entre sus clientes la evasión tributaria en sus países de origen y el ocultamiento de capitales.",2015-02-10,0,Investigación,
https://www.ciperchile.cl/2007/11/29/mujeres-y-poder/,Mujeres y poder: El drama de llegar a la cima,"Michelle Bachelet no escogió cualquier escenario para mandar un mensaje que perdurara. El 24 de abril de 2007, cuando las críticas a su gestión arreciaban desde todos los flancos, especialmente por el fracaso del nuevo plan de transporte colectivo de la capital (Transantiago), aprovechó la inauguración de un Centro de Salud Familiar para replicar. Allí se sintió segura, como doctora y mujer: “En Chile, gracias al buen nivel de desarrollo que tenemos, estamos viviendo más años.",2007-11-29,2,Investigación,
https://www.ciperchile.cl/2009/09/03/vida-al-limite-en-la-frontera-con-peru-ii-las-rutas-de-la-droga-entre-tacna-y-arica/,Vida al límite en la frontera con Perú (II): Las rutas de la droga entre Tacna y Arica,"Arica es la región donde se decomisa la mayor cantidad de cocaína en Chile. El 70% de los juicios orales y el 90% de los condenados tienen a la droga como denominador común. La ciudad está cruzada por este tema pero los capos del narcotráfico no viven ni invierten acá. Algo opuesto parece estar ocurriendo en la vecina Tacna, la ciudad peruana más austral: los decomisos de estupefacientes son muy modestos en relación a lo que ocurre en Chile y también existen sospechas de lavado de activos. Hay un hecho en el que coinciden en ambos lados: el mar se ha convertido en una ruta de cuidado. “Por ahí está la cuestión fácil”, dice el jefe de antinarcóticos de Tacna.",2009-09-03,5,Investigación,
https://www.ciperchile.cl/2013/12/12/como-se-fraguo-la-insolita-legislacion-que-tiene-a-chile-al-borde-del-colapso-hidrico/,Cómo se fraguó la insólita legislación que tiene a Chile al borde del colapso hídrico,"Chile se está secando. El diagnóstico es oficial, pero ni las autoridades ni las instituciones asumen la magnitud del problema. Fallas de regulación que se arrastran por más de 30 años han terminado por crear profundas inequidades en la asignación del recurso. Según la ley, el agua para consumo humano no es más importante que el agua para suministro minero o agrícola. Las prebendas establecidas por el Código de Aguas a favor de intereses privados, y cuyo epítome ha sido la consolidación de un lucrativo y desregulado mercado de las aguas, colocan nota roja a Chile en la gestión de un elemento clave.",2013-12-12,36,Investigación,
https://www.ciperchile.cl/2010/07/27/las-pruebas-que-comprometen-a-macchiavello-el-almirante-que-no-vio-el-tsunami/,"Las pruebas que comprometen a Macchiavello, el almirante que no vio el tsunami","A cinco meses de que un tsunami golpeara las costas de la VII y la VIII Región, provocando cerca de 150 muertes, autoridades navales y civiles persisten en culparse mutuamente de los errores en la información entregada la noche del terremoto. En la región del Bío Bío, el ex intedente Jaime Tohá comunicó a tempranas horas que la ocurrencia de un maremoto estaba descartada. Argumenta que sólo se limitó a transmitir al pie de la letra la información proporcionada por el jefe de la Armada de Talcahuano, contralmirante Roberto Macchiavello, lo que éste desconoce. Sin embargo, los testimonios recogidos en terreno por CIPER lo comprometen: no sólo Carabineros y Bomberos contradicen su versión, sino también operadores del puerto y pescadores que esa madrugada se guiaron por la información errónea proporcionada por la radio de la Capitanía de Puerto. La controversia es objeto de una investigación del Ministerio Público que podría topar con la potestad de la justicia naval.",2010-07-27,40,Investigación,
https://www.ciperchile.cl/2014/02/05/enviados-del-vaticano-investigan-denuncia-de-abusos-sexuales-de-obispo-de-san-felipe-y-ex-superior-mercedario/,Enviados del Vaticano investigan denuncia de abusos sexuales de obispo de San Felipe y ex superior mercedario,"Por más de 20 días, en enero pasado, dos religiosos mexicanos investigaron en Chile y bajo total reserva denuncias de abuso sexual contra menores que habrían perpetrado el obispo Cristián Contreras Molina y el ex superior general de la Orden de los Mercedarios, Mariano Labarca. La misión encomendada por la Congregación para la Doctrina de la Fe abarcó otras acusaciones que se mantienen en secreto y tuvo lugar en el momento en que la Iglesia expulsó del país a otra orden por conductas homosexuales y abuso de menores. Este es el duro cuadro que Ezzati enfrenta a días de ser investido cardenal.",2014-02-05,32,Investigación,
https://www.ciperchile.cl/2008/11/06/golpe-al-blanqueo-de-dinero-en-mexico/,Golpe al blanqueo de dinero en México,"La dura batalla contra el narcotráfico y el lavado de dinero iniciada por el gobierno de Felipe Calderón se convirtió en el centro de la polémica en México. De allí que la caída del avión en que viajaba el ministro Juan Camilo Mouriño haya agravado la situación al generalizarse la sospecha de que fue un atentado en represalia. El siguiente reportaje de investigación de la revista Expansión, da cuenta del alcance del crimen organizado en el sector financiero y sus amplias redes internacionales.",2008-11-06,2,Investigación,
https://www.ciperchile.cl/2013/06/25/brasil-la-dictadura-creo-campos-de-concentracion-para-indigenas/,Brasil: la dictadura creó campos de concentración para indígenas,"Durante los años de plomo, después del Golpe de 1964, la Fundación Nacional del Indio (FUNAI) mantuvo silenciosamente en Minas Gerais dos centros para detención de indios considerados “infractores”. Allí fueron llevados más de cien individuos de decenas de etnias, oriundos de al menos 11 Estados de las cinco regiones del país. El Reformatorio Krenak, en Resplendor (MG), y la Hacienda Guaraní,  en Carmésia (MG), eran gestionados y vigilados por policías militares. Sobre ellos recayeron varias denuncias por violaciones a los derechos humanos.",2013-06-25,0,Investigación,
https://www.ciperchile.cl/2018/11/27/informe-policial-secreto-camilo-catrillanca-estaba-en-la-mira-de-carabineros/,Informe policial secreto: Camilo Catrillanca estaba en la mira de Carabineros,"Un informe del equipo de Inteligencia policial identificó a mediados de 2017 a Camilo Catrillanca como un líder de la Alianza Territorial Mapuche, una de las organizaciones a las que apunta Carabineros como responsable de la violencia en La Araucanía. Su foto está inserta en un cuadro de los líderes mapuche identificados como blancos a seguir paso a paso. CIPER accedió a ese informe de Inteligencia, el que también identifica a varios niños y adolescentes mapuche como objetos de seguimiento y revela su contenido a sus lectores.",2018-11-27,103,Investigación,
https://www.ciperchile.cl/2011/07/19/los-enormes-beneficios-tributarios-a-los-que-acceden-las-empresas-mineras-en-chile/,Los enormes beneficios tributarios a los que acceden las empresas mineras en Chile,"Una característica principal del sistema tributario chileno es que privilegia el cobro en las personas por sobre las empresas, las que gozan de un mar de franquicias y mecanismos para pagar menos impuestos. Las grandes mineras están entre aquellas que reciben los mayores beneficios, incentivos y recovecos tributarios. Han profitado del mayor regalo que puede hacer un Estado: entregarles gratis un recurso valioso y asegurarles “invariabilidad tributaria”. Un ex jefe de estudios de Cochilco le puso números a los beneficios: 10 mil millones de dólares anuales en los mejores años del precio del cobre.",2011-07-19,25,Investigación,
https://www.ciperchile.cl/2019/09/04/la-dinastia-de-los-sacerdotes-acusados-de-abusos-sexuales-en-el-hogar-san-ricardo/,La dinastía de los sacerdotes acusados de abusos sexuales en el Hogar San Ricardo,"El mes pasado un sacerdote chileno fue denunciado en Buenos Aires por abusar de un escolar. Ya era investigado en Chile por abusos sexuales cometidos en el Hogar San Ricardo, de la Obra Don Guanella. Nelson Jerez fue director de ese hogar durante 20 años. Él y su sucesor, Jorge Domínguez, fueron denunciados por abusar de menores y adultos con necesidades especiales internados en San Ricardo. A ellos se suma el religioso Rolando Contreras. Esta investigación periodística reúne testimonios inéditos de ex empleados y benefactores de ese hogar que acreditan las agresiones sexuales cometidas por los tres.",2019-09-04,11,Investigación,
https://www.ciperchile.cl/2008/12/31/los-archivos-secretos-de-ricardo-claro-y-sus-actuaciones-en-las-sombras/,Los archivos secretos de Ricardo Claro y sus actuaciones en las sombras,"Aunque el recientemente fallecido Ricardo Claro logró reconocimiento por sus éxitos empresariales, la fama pública le llegó con el Kiotazo que hundió en 1992 a Sebastián Piñera  y Evelyn Matthei. Esa no fue la primera ni la única operación en la que participó para influir en la política nacional y en beneficio de sus negocios. Ya en 1983 conspiró con la oposición al régimen y consiguió llevar a prisión al entonces yerno de Pinochet, Julio Ponce Lerou. CIPER logró que distintas personas relaten cómo el dueño de un holding de empresas y medios  guardó y usó información privilegiada para lograr sus objetivos. Conozca los secretos de quien se jactaba de ser el hombre más informado de Chile.",2008-12-31,44,Investigación,
https://www.ciperchile.cl/2009/05/07/las-fallas-del-sistema-de-salud-mexicano-que-abrieron-la-puerta-a-la-influenza/,Las fallas del sistema de salud mexicano que abrieron la puerta a la influenza,"La crisis desatada por la gripe porcina pilló a México sentado en la exclusiva mesa de la Organización para la Cooperación y el Desarrollo Económicos (OCDE) pero sin las herramientas básicas para enfrentar un problema sanitario. La influenza se extendió ayudada por la carencia brutal de los elementos más básicos para cortar la cadena de contagio en los hospitales, desde las mascarillas hasta el simple jabón. Seis de cada diez mexicanos quedan fuera del servicio de salud, acusan los expertos. Y la llegada de la gripe porcina desnudó la dura realidad.",2009-05-07,5,Investigación,
